시설명,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,요금,이용요금단위,오피스 타입,수용인원,운영시간(월),운영시간(화),운영시간(수),운영시간(목),운영시간(금),운영시간(토),운영시간(일),에어컨,카페_레스토랑,복사_인쇄기,택배발송서비스,도어락,콘센트,팩스,24시 운영,연중무휴,난방기,주차,공용라운지,공용주방,정수기,테라스_루프탑,간단한 다과_음료,개인락커,티비_프로젝터,화이트보드,인터넷_와이파이,샤워시설,창고,최종작성일,건물면적,연면적
무한스페이스독립사무실(6인)스터디,서울특별시,서초구,서초동,,1617-3 번지,서리풀4길,8 번,37.48787394,127.0211912,6642,서울특별시 서초구 서리풀4길 8,서울특별시 서초구 서초동 1617-3,100000,일,독립오피스,1명 ~ 6명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,Y,Y,N,N,2022-11-16,190.61 ㎡,"1,202.59 ㎡"
문래 메가비즈 2인 소호사무실,서울특별시,영등포구,문래동,,77-9 번지,문래로20길,60 번,37.51727016,126.8894665,7295,서울특별시 영등포구 문래로20길 60,서울특별시 영등포구 문래동3가 77-9,400000,월,독립오피스,1명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,2022-11-16,"1,273.23 ㎡","16,411.42 ㎡"
문래정,서울특별시,영등포구,문래동,,58-25 번지,도림로,440-15 번,37.51510022,126.8945412,7299,서울특별시 영등포구 도림로 440-15,서울특별시 영등포구 문래동3가 58-25,290000,일,독립오피스,1명 ~ 10명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,2022-11-16,39.97 ㎡,39.97 ㎡
미래비지니스센터,부산광역시,사하구,괴정동,,550-19 번지,장평로,453 번,35.09861919,128.9864597,49402,부산광역시 사하구 장평로 453,부산광역시 사하구 괴정동 550-19,11000,일,독립오피스,1명 ~ 5명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,2022-11-16,363.4 ㎡,"2,901.98 ㎡"
밴타고 서비스드 오피스 4-5인실,서울특별시,종로구,청진동,,128 번지,종로5길,7 번,37.5706161,126.9805599,3157,서울특별시 종로구 종로5길 7,서울특별시 종로구 청진동 128,150000,일,독립오피스,1명 ~ 5명,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,휴무일,휴무일,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,N,2022-11-16,"2,133.52 ㎡","51,654.48 ㎡"
밴타고 서비스드 오피스(3인실),서울특별시,종로구,청진동,,128 번지,종로5길,7 번,37.5706161,126.9805599,3157,서울특별시 종로구 종로5길 7,서울특별시 종로구 청진동 128,90000,일,독립오피스,1명 ~ 3명,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,휴무일,휴무일,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,N,2022-11-16,"2,133.52 ㎡","51,654.48 ㎡"
밴타고 서비스드 오피스(6인실),서울특별시,종로구,청진동,,128 번지,종로5길,7 번,37.5706161,126.9805599,3157,서울특별시 종로구 종로5길 7,서울특별시 종로구 청진동 128,3080000,월,독립오피스,1명 ~ 6명,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,휴무일,휴무일,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,N,2022-11-16,"2,133.52 ㎡","51,654.48 ㎡"
밴타고 서비스드 오피스(7인실),서울특별시,종로구,청진동,,128 번지,종로5길,7 번,37.5706161,126.9805599,3157,서울특별시 종로구 종로5길 7,서울특별시 종로구 청진동 128,3300000,월,독립오피스,1명 ~ 7명,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,휴무일,휴무일,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,N,2022-11-16,"2,133.52 ㎡","51,654.48 ㎡"
베스트원 소호비즈니스센터,경기도,용인시 기흥구,보정동,,1261-4 번지,죽전로,10 번,37.32026462,127.1098622,16897,경기도 용인시 기흥구 죽전로 10,경기도 용인시 기흥구 보정동 1261-4,297000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,2022-11-16,745.47 ㎡,"8,233.19 ㎡"
베스트원소호비즈니스센터-2인실,경기도,용인시 기흥구,보정동,,1261-4 번지,죽전로,10 번,37.32023258,127.1098224,16897,경기도 용인시 기흥구 죽전로 10,경기도 용인시 기흥구 보정동 1261-4,495000,월,독립오피스,1명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,2022-11-16,745.47 ㎡,"8,233.19 ㎡"
벤처스페이스 오피스 1인실,서울특별시,강남구,역삼동,,831-18 번지,강남대로,342 번,37.49368428,127.0302202,6242,서울특별시 강남구 강남대로 342,서울특별시 강남구 역삼동 831-18,33000,일,독립오피스,1명 ~ 8명,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,354.82 ㎡,"2,978.05 ㎡"
벤처스페이스 오피스 4인실,서울특별시,강남구,역삼동,,831-18 번지,강남대로,342 번,37.49368428,127.0302202,6242,서울특별시 강남구 강남대로 342,서울특별시 강남구 역삼동 831-18,59000,일,독립오피스,1명 ~ 5명,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,354.82 ㎡,"2,978.05 ㎡"
벤처스페이스 오피스 5인실,서울특별시,강남구,역삼동,,831-18 번지,강남대로,342 번,37.49368428,127.0302202,6242,서울특별시 강남구 강남대로 342,서울특별시 강남구 역삼동 831-18,59000,일,독립오피스,1명 ~ 5명,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,354.82 ㎡,"2,978.05 ㎡"
벤처스페이스 오피스 6인실,서울특별시,강남구,역삼동,,831-18 번지,강남대로,342 번,37.49368428,127.0302202,6242,서울특별시 강남구 강남대로 342,서울특별시 강남구 역삼동 831-18,88000,일,독립오피스,1명 ~ 6명,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,354.82 ㎡,"2,978.05 ㎡"
벤처스페이스 오피스 7인실,서울특별시,강남구,역삼동,,831-18 번지,강남대로,342 번,37.49368428,127.0302202,6242,서울특별시 강남구 강남대로 342,서울특별시 강남구 역삼동 831-18,99000,일,독립오피스,1명 ~ 8명,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,354.82 ㎡,"2,978.05 ㎡"
보라매 카페24 창업센터 1인실,서울특별시,영등포구,신길동,,679 번지,여의대방로,171 번,37.50240551,126.9209485,7391,서울특별시 영등포구 여의대방로 171,서울특별시 영등포구 신길동 679,297000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,Y,2022-11-16,- ㎡,- ㎡
보라매 카페24 창업센터 2인실,서울특별시,영등포구,신길동,,679 번지,여의대방로,171 번,37.50240551,126.9209485,7391,서울특별시 영등포구 여의대방로 171,서울특별시 영등포구 신길동 679,230000,월,독립오피스,1명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,Y,2022-11-16,- ㎡,- ㎡
보라매 카페24 창업센터 4인실,서울특별시,영등포구,신길동,,679 번지,여의대방로,171 번,37.50240551,126.9209485,7391,서울특별시 영등포구 여의대방로 171,서울특별시 영등포구 신길동 679,200000,월,독립오피스,1명 ~ 4명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,Y,2022-11-16,- ㎡,- ㎡
부천소호사무실 - U.S.B,경기도,부천시,심곡본동,,746 번지,경인로,264 번,37.4826467,126.784834,14752,경기도 부천시 경인로 264,경기도 부천시 심곡본동 746,450000,월,독립오피스,1명 ~ 6명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,2022-11-16,612.73 ㎡,"5,909.75 ㎡"
분당소호사무실퍼스트비즈니스센터3인,경기도,성남시 분당구,서현동,,260-4 번지,황새울로335번길,8 번,37.38660438,127.1221266,13590,경기도 성남시 분당구 황새울로335번길 8,경기도 성남시 분당구 서현동 260-4,660000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,2022-11-16,608.58 ㎡,"2,906.56 ㎡"
블랭크스페이스 4인실,서울특별시,서초구,서초동,,1338-20 번지,강남대로,305 번,37.4901825,127.0306418,6628,서울특별시 서초구 강남대로 305,서울특별시 서초구 서초동 1338-20,1100000,월,독립오피스,1명 ~ 4명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,2022-11-16,"1,775.04 ㎡","43,338.75 ㎡"
비상 1인 사무실,대구광역시,달서구,상인동,,1438-6 번지,상원로,82 번,35.81629384,128.5334046,42787,대구광역시 달서구 상원로 82,대구광역시 달서구 상인동 1438-6,190000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,2022-11-16,151.55 ㎡,494.84 ㎡
"비욘드스페이스 5층, 단독공간",서울특별시,중랑구,망우동,,460-27 번지,봉우재로,232 번,37.59510146,127.0986127,2173,서울특별시 중랑구 봉우재로 232,서울특별시 중랑구 망우동 460-27,550000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,2022-11-16,293.47 ㎡,"1,268.89 ㎡"
비전포트 공유오피스,서울특별시,용산구,원효로1동,,41 번지,원효로90길,11 번,37.5403958,126.9697185,4315,서울특별시 용산구 원효로90길 11,서울특별시 용산구 원효로1가 41,450000,월,독립오피스,1명 ~ 280명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,2022-11-16,"1,214.13 ㎡","39,009.8 ㎡"
비즈니스 센터 함께 (4인실),서울특별시,강남구,삼성동,,142-43 번지,테헤란로,419 번,37.50587012,127.0521804,6160,서울특별시 강남구 테헤란로 419,서울특별시 강남구 삼성동 142-43,1430000,월,독립오피스,4명 ~ 5명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,2022-11-16,863.0 ㎡,"24,179.46 ㎡"
비즈니스센터 함께 (2인실),서울특별시,강남구,삼성동,,142-43 번지,테헤란로,419 번,37.50587012,127.0521804,6160,서울특별시 강남구 테헤란로 419,서울특별시 강남구 삼성동 142-43,770000,월,독립오피스,1명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,휴무일,휴무일,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,2022-11-16,863.0 ㎡,"24,179.46 ㎡"
비즈니스센터 함께(3인실),서울특별시,강남구,삼성동,,142-43 번지,테헤란로,419 번,37.50587012,127.0521804,6160,서울특별시 강남구 테헤란로 419,서울특별시 강남구 삼성동 142-43,1045000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,휴무일,휴무일,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,2022-11-16,863.0 ㎡,"24,179.46 ㎡"
비즈센트럴 비즈니스센터 - 1인실,서울특별시,영등포구,영등포동,,74-1 번지,영신로38길,18 번,37.52069454,126.9031514,7251,서울특별시 영등포구 영신로38길 18,서울특별시 영등포구 영등포동6가 74-1,220000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,N,2022-11-16,382.57 ㎡,"2,936.35 ㎡"
비즈센트럴 비즈니스센터 - 2인실,서울특별시,영등포구,영등포동,,74-1 번지,영신로38길,18 번,37.52069454,126.9031514,7251,서울특별시 영등포구 영신로38길 18,서울특별시 영등포구 영등포동6가 74-1,275000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,N,2022-11-16,382.57 ㎡,"2,936.35 ㎡"
비즈센트럴 비즈니스센터 - 3인실,서울특별시,영등포구,영등포동,,74-1 번지,영신로38길,18 번,37.52069454,126.9031514,7251,서울특별시 영등포구 영신로38길 18,서울특별시 영등포구 영등포동6가 74-1,385000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,N,2022-11-16,382.57 ㎡,"2,936.35 ㎡"
비즈센트럴 비즈니스센터 - 4인실,서울특별시,영등포구,영등포동,,74-1 번지,영신로38길,18 번,37.52069454,126.9031514,7251,서울특별시 영등포구 영신로38길 18,서울특별시 영등포구 영등포동6가 74-1,880000,월,독립오피스,1명 ~ 4명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,2022-11-16,382.57 ㎡,"2,936.35 ㎡"
비즈센트럴 비즈니스센터 - 4인실,서울특별시,영등포구,영등포동,,74-1 번지,영신로38길,18 번,37.52069454,126.9031514,7251,서울특별시 영등포구 영신로38길 18,서울특별시 영등포구 영등포동6가 74-1,440000,월,독립오피스,1명 ~ 4명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,N,2022-11-16,382.57 ㎡,"2,936.35 ㎡"
비즈센트럴 비즈니스센터 -3인실,서울특별시,영등포구,영등포동,,74-1 번지,영신로38길,18 번,37.52069454,126.9031514,7251,서울특별시 영등포구 영신로38길 18,서울특별시 영등포구 영등포동6가 74-1,550000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,2022-11-16,382.57 ㎡,"2,936.35 ㎡"
비즈앤코 비즈니스 센터-1인실,서울특별시,송파구,방이동,,62-8 번지,오금로13길,9 번,37.51343539,127.1086987,5548,서울특별시 송파구 오금로13길 9,서울특별시 송파구 방이동 62-8,330000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,2022-11-16,274.43 ㎡,"1,683.74 ㎡"
비즈앤코 비즈니스 센터-2인실,서울특별시,송파구,방이동,,62-8 번지,오금로13길,9 번,37.51343539,127.1086987,5548,서울특별시 송파구 오금로13길 9,서울특별시 송파구 방이동 62-8,440000,월,독립오피스,1명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,2022-11-16,274.43 ㎡,"1,683.74 ㎡"
비즈앤코 비즈니스 센터-3인실,서울특별시,송파구,방이동,,62-8 번지,오금로13길,9 번,37.51343539,127.1086987,5548,서울특별시 송파구 오금로13길 9,서울특별시 송파구 방이동 62-8,495000,월,독립오피스,2명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,2022-11-16,274.43 ㎡,"1,683.74 ㎡"
비즈앤코 비즈니스 센터-4인실,서울특별시,송파구,방이동,,62-8 번지,오금로13길,9 번,37.51343539,127.1086987,5548,서울특별시 송파구 오금로13길 9,서울특별시 송파구 방이동 62-8,550000,월,독립오피스,1명 ~ 4명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,2022-11-16,274.43 ㎡,"1,683.74 ㎡"
비즈앤코 비즈니스 센터-비상주,서울특별시,송파구,방이동,,62-8 번지,오금로13길,9 번,37.51343539,127.1086987,5548,서울특별시 송파구 오금로13길 9,서울특별시 송파구 방이동 62-8,88000,월,독립오피스,1명 ~ 4명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,2022-11-16,274.43 ㎡,"1,683.74 ㎡"
비즈업오피스 1호점(안산_2인실),경기도,안산시 단원구,원곡동,,994-5 번지,풍전로,7 번,37.32259221,126.7877062,15431,경기도 안산시 단원구 풍전로 7,경기도 안산시 단원구 원곡동 994-5,385000,월,독립오피스,2명 ~ 2명,05:00 ~ 23:30,05:00 ~ 23:30,05:00 ~ 23:30,05:00 ~ 23:30,05:00 ~ 23:30,05:00 ~ 23:30,05:00 ~ 23:30,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,Y,N,Y,2022-11-16,0.0 ㎡,"38,936.2 ㎡"
비즈업오피스 2호점(용인_1인실),경기도,용인시 기흥구,구갈동,,595-1 번지,강남로,6 번,37.27068534,127.1271309,16978,경기도 용인시 기흥구 강남로 6,경기도 용인시 기흥구 구갈동 595-1,330000,월,독립오피스,1명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,2022-11-16,"1,210.94 ㎡","5,775.96 ㎡"
비즈업오피스 3호점 수원화성_3인,경기도,화성시,반월동,,869 번지,영통로,59 번,37.23511492,127.0619193,18378,경기도 화성시 영통로 59,경기도 화성시 반월동 869,440000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,2022-11-16,"2,312.34 ㎡","11,740.55 ㎡"
비즈업오피스 3호점 수원화성_3인,경기도,화성시,반월동,,869 번지,영통로,59 번,37.23511492,127.0619193,18378,경기도 화성시 영통로 59,경기도 화성시 반월동 869,385000,월,독립오피스,1명 ~ 3명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,2022-11-16,"2,312.34 ㎡","11,740.55 ㎡"
비즈이즈 부평센터 1인실,인천광역시,부평구,삼산동,,460-7 번지,충선로203번길,16 번,37.50755766,126.7353935,21344,인천광역시 부평구 충선로203번길 16,인천광역시 부평구 삼산동 460-7,200000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,2022-11-16,470.94 ㎡,"4,879.75 ㎡"
비즈이즈센터 마곡점 1인실 내측,서울특별시,강서구,마곡동,,772-5 번지,마곡중앙6로,45 번,37.56062356,126.8324001,7802,서울특별시 강서구 마곡중앙6로 45,서울특별시 강서구 마곡동 772-5,330000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,2022-11-16,- ㎡,- ㎡
비즈이즈센터 마곡점 1인실 창측,서울특별시,강서구,마곡동,,772-5 번지,마곡중앙6로,45 번,37.56062356,126.8324001,7802,서울특별시 강서구 마곡중앙6로 45,서울특별시 강서구 마곡동 772-5,400000,월,독립오피스,1명 ~ 1명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,2022-11-16,- ㎡,- ㎡
비즈이즈센터 마곡점 2인실 내측,서울특별시,강서구,마곡동,,772-5 번지,마곡중앙6로,45 번,37.56062356,126.8324001,7802,서울특별시 강서구 마곡중앙6로 45,서울특별시 강서구 마곡동 772-5,500000,월,독립오피스,2명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,2022-11-16,- ㎡,- ㎡
비즈이즈센터 마곡점 2인실 창측,서울특별시,강서구,마곡동,,772-5 번지,마곡중앙6로,45 번,37.56062356,126.8324001,7802,서울특별시 강서구 마곡중앙6로 45,서울특별시 강서구 마곡동 772-5,660000,월,독립오피스,2명 ~ 2명,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,2022-11-16,- ㎡,- ㎡
